period,reported_district,data_type,age_group,total
2018-10-01,Nsama,Confirmed,Over 5,1879
2018-10-01,Nsama,Confirmed,Under 5,196
2018-10-01,Senga,Clinical,Over 5,1
2018-10-01,Senga,Confirmed,Under 5,1026
2018-10-01,Senga,Confirmed,Over 5,2382
2018-10-01,Senga,Confirmed,Under 5,344
2018-11-01,Chilubi,Clinical,Under 5,14
2018-11-01,Chilubi,Clinical,Over 5,59
2018-11-01,Chilubi,Clinical,Under 5,6
2018-11-01,Chilubi,Confirmed,Under 5,2103
2018-11-01,Chilubi,Confirmed,Over 5,2064
2018-11-01,Chilubi,Confirmed,Under 5,811
2018-11-01,Kaputa,Clinical,Under 5,12
2018-11-01,Kaputa,Clinical,Over 5,26
2018-11-01,Kaputa,Clinical,Under 5,5
2018-11-01,Kaputa,Confirmed,Under 5,1294
2018-11-01,Kaputa,Confirmed,Over 5,2593
2018-11-01,Kaputa,Confirmed,Under 5,443
2018-11-01,Kasama,Clinical,Over 5,3
2018-11-01,Kasama,Confirmed,Under 5,3414
2018-11-01,Kasama,Confirmed,Over 5,8418
2018-11-01,Kasama,Confirmed,Under 5,1098
2018-11-01,Lunte,Confirmed,Under 5,729
2018-11-01,Lunte,Confirmed,Over 5,2418
2018-11-01,Lunte,Confirmed,Under 5,131
2018-11-01,Lupososhi,Confirmed,Under 5,1400
2018-11-01,Lupososhi,Confirmed,Over 5,2032
2018-11-01,Lupososhi,Confirmed,Under 5,382
2018-11-01,Luwingu,Clinical,Under 5,1
2018-11-01,Luwingu,Clinical,Over 5,1
2018-11-01,Luwingu,Confirmed,Under 5,1691
2018-11-01,Luwingu,Confirmed,Over 5,3998
2018-11-01,Luwingu,Confirmed,Under 5,491
2018-11-01,Mbala,Clinical,Over 5,3
2018-11-01,Mbala,Confirmed,Under 5,787
2018-11-01,Mbala,Confirmed,Over 5,2076
2018-11-01,Mbala,Confirmed,Under 5,145
2018-11-01,Mbala,Confirmed_Passive_CHW,Over 5,65
2018-11-01,Mbala,Confirmed_Passive_CHW,Under 5,68
2018-11-01,Mbala,Confirmed_Passive_CHW,NA,1
2018-11-01,Mporokoso,Confirmed,Under 5,572
2018-11-01,Mporokoso,Confirmed,Over 5,1824
2018-11-01,Mporokoso,Confirmed,Under 5,88
2018-11-01,Mpulungu,Confirmed,Under 5,1157
2018-11-01,Mpulungu,Confirmed,Over 5,2567
2018-11-01,Mpulungu,Confirmed,Under 5,302
2018-11-01,Mungwi,Confirmed,Under 5,3092
2018-11-01,Mungwi,Confirmed,Over 5,6444
2018-11-01,Mungwi,Confirmed,Under 5,745
2018-11-01,Nsama,Clinical,Over 5,3
2018-11-01,Nsama,Confirmed,Under 5,996
2018-11-01,Nsama,Confirmed,Over 5,1981
2018-11-01,Nsama,Confirmed,Under 5,231
2018-11-01,Senga,Clinical,Under 5,10
2018-11-01,Senga,Clinical,Under 5,4
2018-11-01,Senga,Confirmed,Under 5,1534
2018-11-01,Senga,Confirmed,Over 5,3527
2018-11-01,Senga,Confirmed,Under 5,429
2018-11-01,Senga,Confirmed_Passive_CHW,Over 5,4
2018-11-01,Senga,Confirmed_Passive_CHW,Under 5,1
2018-11-01,Senga,Confirmed_Passive_CHW,NA,0
2018-12-01,Chilubi,Clinical,Under 5,10
2018-12-01,Chilubi,Clinical,Over 5,44
2018-12-01,Chilubi,Clinical,Under 5,11
2018-12-01,Chilubi,Confirmed,Under 5,1801
2018-12-01,Chilubi,Confirmed,Over 5,2378
2018-12-01,Chilubi,Confirmed,Under 5,803
2018-12-01,Kaputa,Clinical,Under 5,1
2018-12-01,Kaputa,Clinical,Over 5,2
2018-12-01,Kaputa,Confirmed,Under 5,1036
2018-12-01,Kaputa,Confirmed,Over 5,1729
2018-12-01,Kaputa,Confirmed,Under 5,416
2018-12-01,Kasama,Clinical,Under 5,1
2018-12-01,Kasama,Confirmed,Under 5,4326
2018-12-01,Kasama,Confirmed,Over 5,10996
2018-12-01,Kasama,Confirmed,Under 5,1013
2018-12-01,Lunte,Confirmed,Under 5,925
2018-12-01,Lunte,Confirmed,Over 5,2903
2018-12-01,Lunte,Confirmed,Under 5,155
2018-12-01,Lupososhi,Clinical,Under 5,5
2018-12-01,Lupososhi,Clinical,Over 5,3
2018-12-01,Lupososhi,Confirmed,Under 5,910
2018-12-01,Lupososhi,Confirmed,Over 5,1458
2018-12-01,Lupososhi,Confirmed,Under 5,279
2018-12-01,Luwingu,Clinical,Over 5,1
2018-12-01,Luwingu,Confirmed,Under 5,1726
2018-12-01,Luwingu,Confirmed,Over 5,4501
2018-12-01,Luwingu,Confirmed,Under 5,430
2018-12-01,Mbala,Clinical,Over 5,4
2018-12-01,Mbala,Clinical,Under 5,1
2018-12-01,Mbala,Confirmed,Under 5,1150
2018-12-01,Mbala,Confirmed,Over 5,3160
2018-12-01,Mbala,Confirmed,Under 5,158
2018-12-01,Mbala,Confirmed_Passive_CHW,Over 5,303
2018-12-01,Mbala,Confirmed_Passive_CHW,Under 5,155
2018-12-01,Mbala,Confirmed_Passive_CHW,NA,8
2018-12-01,Mporokoso,Confirmed,Under 5,480
2018-12-01,Mporokoso,Confirmed,Over 5,1918
2018-12-01,Mporokoso,Confirmed,Under 5,78
2018-12-01,Mpulungu,Confirmed,Under 5,1224
2018-12-01,Mpulungu,Confirmed,Over 5,2748
2018-12-01,Mpulungu,Confirmed,Under 5,400
2018-12-01,Mungwi,Confirmed,Under 5,2755
2018-12-01,Mungwi,Confirmed,Over 5,5979
2018-12-01,Mungwi,Confirmed,Under 5,763
2018-12-01,Nsama,Confirmed,Under 5,637
2018-12-01,Nsama,Confirmed,Over 5,1243
2018-12-01,Nsama,Confirmed,Under 5,192
2018-12-01,Senga,Clinical,Under 5,11
2018-12-01,Senga,Clinical,Over 5,19
2018-12-01,Senga,Clinical,Under 5,2
2018-12-01,Senga,Confirmed,Under 5,1507
2018-12-01,Senga,Confirmed,Over 5,3806
2018-12-01,Senga,Confirmed,Under 5,463
2018-12-01,Senga,Confirmed_Passive_CHW,Over 5,16
2018-12-01,Senga,Confirmed_Passive_CHW,Under 5,9
2018-12-01,Senga,Confirmed_Passive_CHW,NA,0
2019-01-01,Chilubi,Clinical,Under 5,37
2019-01-01,Chilubi,Clinical,Over 5,86
2019-01-01,Chilubi,Clinical,Under 5,19
2019-01-01,Chilubi,Confirmed,Under 5,1852
2019-01-01,Chilubi,Confirmed,Over 5,2033
2019-01-01,Chilubi,Confirmed,Under 5,751
2019-01-01,Kaputa,Clinical,Over 5,22
2019-01-01,Kaputa,Clinical,Under 5,10
2019-01-01,Kaputa,Confirmed,Under 5,663
2019-01-01,Kaputa,Confirmed,Over 5,1382
2019-01-01,Kaputa,Confirmed,Under 5,172
2019-01-01,Kasama,Clinical,Under 5,1
2019-01-01,Kasama,Confirmed,Under 5,4221
2019-01-01,Kasama,Confirmed,Over 5,10478
2019-01-01,Kasama,Confirmed,Under 5,995
2019-01-01,Lunte,Confirmed,Under 5,680
2019-01-01,Lunte,Confirmed,Over 5,2410
2019-01-01,Lunte,Confirmed,Under 5,107
2019-01-01,Lupososhi,Confirmed,Under 5,960
2019-01-01,Lupososhi,Confirmed,Over 5,1527
2019-01-01,Lupososhi,Confirmed,Under 5,346
2019-01-01,Luwingu,Confirmed,Under 5,1751
2019-01-01,Luwingu,Confirmed,Over 5,3697
2019-01-01,Luwingu,Confirmed,Under 5,483
2019-01-01,Mbala,Clinical,Over 5,15
2019-01-01,Mbala,Confirmed,Under 5,910
2019-01-01,Mbala,Confirmed,Over 5,2515
2019-01-01,Mbala,Confirmed,Under 5,115
2019-01-01,Mbala,Confirmed_Passive_CHW,Over 5,283
2019-01-01,Mbala,Confirmed_Passive_CHW,Under 5,144
2019-01-01,Mbala,Confirmed_Passive_CHW,NA,0
2019-01-01,Mporokoso,Confirmed,Under 5,317
2019-01-01,Mporokoso,Confirmed,Over 5,1279
2019-01-01,Mporokoso,Confirmed,Under 5,43
2019-01-01,Mpulungu,Clinical,Over 5,1
2019-01-01,Mpulungu,Confirmed,Under 5,812
2019-01-01,Mpulungu,Confirmed,Over 5,1810
2019-01-01,Mpulungu,Confirmed,Under 5,188
2019-01-01,Mungwi,Clinical,Over 5,9
2019-01-01,Mungwi,Confirmed,Under 5,2544
2019-01-01,Mungwi,Confirmed,Over 5,5219
2019-01-01,Mungwi,Confirmed,Under 5,788
2019-01-01,Nsama,Clinical,Over 5,1
2019-01-01,Nsama,Confirmed,Under 5,383
2019-01-01,Nsama,Confirmed,Over 5,763
2019-01-01,Nsama,Confirmed,Under 5,81
2019-01-01,Senga,Clinical,Under 5,3
2019-01-01,Senga,Clinical,Over 5,9
2019-01-01,Senga,Clinical,Under 5,2
2019-01-01,Senga,Confirmed,Under 5,1230
2019-01-01,Senga,Confirmed,Over 5,3052
2019-01-01,Senga,Confirmed,Under 5,350
2019-01-01,Senga,Confirmed_Passive_CHW,Over 5,10
2019-01-01,Senga,Confirmed_Passive_CHW,Under 5,10
2019-01-01,Senga,Confirmed_Passive_CHW,NA,0
2019-02-01,Chilubi,Clinical,Under 5,195
2019-02-01,Chilubi,Clinical,Over 5,255
2019-02-01,Chilubi,Clinical,Under 5,122
2019-02-01,Chilubi,Confirmed,Under 5,1789
2019-02-01,Chilubi,Confirmed,Over 5,2126
2019-02-01,Chilubi,Confirmed,Under 5,742
2019-02-01,Kaputa,Confirmed,Under 5,572
2019-02-01,Kaputa,Confirmed,Over 5,1252
2019-02-01,Kaputa,Confirmed,Under 5,99
2019-02-01,Kasama,Confirmed,Under 5,4095
2019-02-01,Kasama,Confirmed,Over 5,8537
2019-02-01,Kasama,Confirmed,Under 5,1064
2019-02-01,Lunte,Confirmed,Under 5,462
2019-02-01,Lunte,Confirmed,Over 5,1808
2019-02-01,Lunte,Confirmed,Under 5,87
2019-02-01,Lupososhi,Confirmed,Under 5,743
2019-02-01,Lupososhi,Confirmed,Over 5,1282
2019-02-01,Lupososhi,Confirmed,Under 5,229
2019-02-01,Luwingu,Confirmed,Under 5,1355
2019-02-01,Luwingu,Confirmed,Over 5,2863
2019-02-01,Luwingu,Confirmed,Under 5,420
2019-02-01,Mbala,Clinical,Under 5,16
2019-02-01,Mbala,Clinical,Over 5,37
2019-02-01,Mbala,Clinical,Under 5,3
2019-02-01,Mbala,Confirmed,Under 5,634
2019-02-01,Mbala,Confirmed,Over 5,2627
2019-02-01,Mbala,Confirmed,Under 5,368
2019-02-01,Mbala,Confirmed_Passive_CHW,Over 5,195
2019-02-01,Mbala,Confirmed_Passive_CHW,Under 5,127
2019-02-01,Mbala,Confirmed_Passive_CHW,NA,54
2019-02-01,Mporokoso,Confirmed,Under 5,252
2019-02-01,Mporokoso,Confirmed,Over 5,820
2019-02-01,Mporokoso,Confirmed,Under 5,47
2019-02-01,Mpulungu,Confirmed,Under 5,368
2019-02-01,Mpulungu,Confirmed,Over 5,726
2019-02-01,Mpulungu,Confirmed,Under 5,92
2019-02-01,Mungwi,Confirmed,Under 5,2303
2019-02-01,Mungwi,Confirmed,Over 5,4587
2019-02-01,Mungwi,Confirmed,Under 5,583
2019-02-01,Nsama,Confirmed,Under 5,244
2019-02-01,Nsama,Confirmed,Over 5,455
2019-02-01,Nsama,Confirmed,Under 5,102
2019-02-01,Senga,Clinical,Under 5,9
2019-02-01,Senga,Clinical,Over 5,20
2019-02-01,Senga,Clinical,Under 5,2
2019-02-01,Senga,Confirmed,Under 5,1024
2019-02-01,Senga,Confirmed,Over 5,2542
2019-02-01,Senga,Confirmed,Under 5,274
2019-02-01,Senga,Confirmed_Passive_CHW,Over 5,9
2019-02-01,Senga,Confirmed_Passive_CHW,Under 5,4
2019-02-01,Senga,Confirmed_Passive_CHW,NA,0
2019-03-01,Chilubi,Clinical,Under 5,76
2019-03-01,Chilubi,Clinical,Over 5,133
2019-03-01,Chilubi,Clinical,Under 5,53
2019-03-01,Chilubi,Confirmed,Under 5,1661
2019-03-01,Chilubi,Confirmed,Over 5,2073
2019-03-01,Chilubi,Confirmed,Under 5,815
2019-03-01,Kaputa,Clinical,Over 5,5
2019-03-01,Kaputa,Confirmed,Under 5,456
2019-03-01,Kaputa,Confirmed,Over 5,1168
2019-03-01,Kaputa,Confirmed,Under 5,102
2019-03-01,Kasama,Clinical,Under 5,21
2019-03-01,Kasama,Clinical,Over 5,33
2019-03-01,Kasama,Clinical,Under 5,1
2019-03-01,Kasama,Confirmed,Under 5,3383
2019-03-01,Kasama,Confirmed,Over 5,9808
2019-03-01,Kasama,Confirmed,Under 5,910
2019-03-01,Lunte,Confirmed,Under 5,637
2019-03-01,Lunte,Confirmed,Over 5,2055
2019-03-01,Lunte,Confirmed,Under 5,91
2019-03-01,Lupososhi,Clinical,Under 5,4
2019-03-01,Lupososhi,Clinical,Over 5,7
2019-03-01,Lupososhi,Clinical,Under 5,2
2019-03-01,Lupososhi,Confirmed,Under 5,1091
2019-03-01,Lupososhi,Confirmed,Over 5,1366
2019-03-01,Lupososhi,Confirmed,Under 5,285
2019-03-01,Luwingu,Confirmed,Under 5,1367
2019-03-01,Luwingu,Confirmed,Over 5,2304
2019-03-01,Luwingu,Confirmed,Under 5,374
2019-03-01,Mbala,Clinical,Over 5,1
2019-03-01,Mbala,Confirmed,Under 5,831
2019-03-01,Mbala,Confirmed,Over 5,2391
2019-03-01,Mbala,Confirmed,Under 5,173
2019-03-01,Mbala,Confirmed_Passive_CHW,Over 5,268
2019-03-01,Mbala,Confirmed_Passive_CHW,Under 5,152
2019-03-01,Mbala,Confirmed_Passive_CHW,NA,2
2019-03-01,Mporokoso,Confirmed,Under 5,279
2019-03-01,Mporokoso,Confirmed,Over 5,1206
2019-03-01,Mporokoso,Confirmed,Under 5,64
2019-03-01,Mpulungu,Confirmed,Under 5,451
2019-03-01,Mpulungu,Confirmed,Over 5,807
2019-03-01,Mpulungu,Confirmed,Under 5,84
2019-03-01,Mungwi,Confirmed,Under 5,2240
2019-03-01,Mungwi,Confirmed,Over 5,5002
2019-03-01,Mungwi,Confirmed,Under 5,498
2019-03-01,Nsama,Clinical,Over 5,1
2019-03-01,Nsama,Confirmed,Under 5,214
2019-03-01,Nsama,Confirmed,Over 5,543
2019-03-01,Nsama,Confirmed,Under 5,50
2019-03-01,Senga,Clinical,Under 5,3
2019-03-01,Senga,Clinical,Over 5,5
2019-03-01,Senga,Clinical,Under 5,2
2019-03-01,Senga,Confirmed,Under 5,1084
2019-03-01,Senga,Confirmed,Over 5,2534
2019-03-01,Senga,Confirmed,Under 5,360
2019-03-01,Senga,Confirmed_Passive_CHW,Over 5,14
2019-03-01,Senga,Confirmed_Passive_CHW,Under 5,3
2019-03-01,Senga,Confirmed_Passive_CHW,NA,0
2019-04-01,Chilubi,Clinical,Under 5,131
2019-04-01,Chilubi,Clinical,Over 5,225
2019-04-01,Chilubi,Clinical,Under 5,77
2019-04-01,Chilubi,Confirmed,Under 5,1780
2019-04-01,Chilubi,Confirmed,Over 5,2017
2019-04-01,Chilubi,Confirmed,Under 5,808
2019-04-01,Kaputa,Clinical,Over 5,2
2019-04-01,Kaputa,Clinical,Under 5,1
2019-04-01,Kaputa,Confirmed,Under 5,502
2019-04-01,Kaputa,Confirmed,Over 5,1115
2019-04-01,Kaputa,Confirmed,Under 5,122
2019-04-01,Kasama,Clinical,Under 5,9
2019-04-01,Kasama,Clinical,Over 5,15
2019-04-01,Kasama,Confirmed,Under 5,3711
2019-04-01,Kasama,Confirmed,Over 5,11677
2019-04-01,Kasama,Confirmed,Under 5,811
2019-04-01,Lunte,Confirmed,Under 5,677
2019-04-01,Lunte,Confirmed,Over 5,2143
2019-04-01,Lunte,Confirmed,Under 5,106
2019-04-01,Lupososhi,Clinical,Under 5,27
2019-04-01,Lupososhi,Clinical,Over 5,44
2019-04-01,Lupososhi,Clinical,Under 5,13
2019-04-01,Lupososhi,Confirmed,Under 5,985
2019-04-01,Lupososhi,Confirmed,Over 5,1227
2019-04-01,Lupososhi,Confirmed,Under 5,265
2019-04-01,Luwingu,Clinical,Under 5,153
2019-04-01,Luwingu,Clinical,Over 5,325
2019-04-01,Luwingu,Clinical,Under 5,49
2019-04-01,Luwingu,Confirmed,Under 5,1328
2019-04-01,Luwingu,Confirmed,Over 5,2957
2019-04-01,Luwingu,Confirmed,Under 5,399
2019-04-01,Mbala,Clinical,Under 5,6
2019-04-01,Mbala,Clinical,Over 5,13
2019-04-01,Mbala,Confirmed,Under 5,1050
2019-04-01,Mbala,Confirmed,Over 5,2894
2019-04-01,Mbala,Confirmed,Under 5,310
2019-04-01,Mbala,Confirmed_Passive_CHW,Over 5,796
2019-04-01,Mbala,Confirmed_Passive_CHW,Under 5,275
2019-04-01,Mbala,Confirmed_Passive_CHW,NA,3
2019-04-01,Mporokoso,Confirmed,Under 5,277
2019-04-01,Mporokoso,Confirmed,Over 5,1093
2019-04-01,Mporokoso,Confirmed,Under 5,43
2019-04-01,Mpulungu,Confirmed,Under 5,622
2019-04-01,Mpulungu,Confirmed,Over 5,1271
2019-04-01,Mpulungu,Confirmed,Under 5,125
2019-04-01,Mungwi,Clinical,Under 5,18
2019-04-01,Mungwi,Clinical,Over 5,39
2019-04-01,Mungwi,Confirmed,Under 5,2604
2019-04-01,Mungwi,Confirmed,Over 5,6819
2019-04-01,Mungwi,Confirmed,Under 5,614
2019-04-01,Nsama,Confirmed,Under 5,276
2019-04-01,Nsama,Confirmed,Over 5,598
2019-04-01,Nsama,Confirmed,Under 5,57
2019-04-01,Senga,Clinical,Under 5,24
2019-04-01,Senga,Clinical,Over 5,106
2019-04-01,Senga,Clinical,Under 5,28
2019-04-01,Senga,Confirmed,Under 5,1369
2019-04-01,Senga,Confirmed,Over 5,3951
2019-04-01,Senga,Confirmed,Under 5,358
2019-04-01,Senga,Confirmed_Passive_CHW,Over 5,14
2019-04-01,Senga,Confirmed_Passive_CHW,Under 5,2
2019-04-01,Senga,Confirmed_Passive_CHW,NA,0
2019-05-01,Chilubi,Clinical,Under 5,260
2019-05-01,Chilubi,Clinical,Over 5,153
2019-05-01,Chilubi,Clinical,Under 5,178
2019-05-01,Chilubi,Confirmed,Under 5,2008
2019-05-01,Chilubi,Confirmed,Over 5,2378
2019-05-01,Chilubi,Confirmed,Under 5,690
2019-05-01,Kaputa,Confirmed,Under 5,695
2019-05-01,Kaputa,Confirmed,Over 5,1696
2019-05-01,Kaputa,Confirmed,Under 5,200
2019-05-01,Kasama,Clinical,Under 5,6
2019-05-01,Kasama,Clinical,Over 5,1
2019-05-01,Kasama,Confirmed,Under 5,3947
2019-05-01,Kasama,Confirmed,Over 5,12314
2019-05-01,Kasama,Confirmed,Under 5,904
2019-05-01,Lunte,Confirmed,Under 5,893
2019-05-01,Lunte,Confirmed,Over 5,3316
2019-05-01,Lunte,Confirmed,Under 5,154
2019-05-01,Lupososhi,Clinical,Under 5,11
2019-05-01,Lupososhi,Clinical,Over 5,15
2019-05-01,Lupososhi,Clinical,Under 5,4
2019-05-01,Lupososhi,Confirmed,Under 5,1088
2019-05-01,Lupososhi,Confirmed,Over 5,1561
2019-05-01,Lupososhi,Confirmed,Under 5,306
2019-05-01,Luwingu,Clinical,Under 5,38
2019-05-01,Luwingu,Clinical,Over 5,84
2019-05-01,Luwingu,Clinical,Under 5,5
2019-05-01,Luwingu,Confirmed,Under 5,1394
2019-05-01,Luwingu,Confirmed,Over 5,3703
2019-05-01,Luwingu,Confirmed,Under 5,405
2019-05-01,Mbala,Clinical,Under 5,3
2019-05-01,Mbala,Clinical,Over 5,18
2019-05-01,Mbala,Confirmed,Under 5,1554
2019-05-01,Mbala,Confirmed,Over 5,5143
2019-05-01,Mbala,Confirmed,Under 5,259
2019-05-01,Mbala,Confirmed_Passive_CHW,Over 5,2261
2019-05-01,Mbala,Confirmed_Passive_CHW,Under 5,727
2019-05-01,Mbala,Confirmed_Passive_CHW,NA,31
2019-05-01,Mporokoso,Confirmed,Under 5,261
2019-05-01,Mporokoso,Confirmed,Over 5,1163
2019-05-01,Mporokoso,Confirmed,Under 5,38
2019-05-01,Mpulungu,Confirmed,Under 5,860
2019-05-01,Mpulungu,Confirmed,Over 5,1799
2019-05-01,Mpulungu,Confirmed,Under 5,136
2019-05-01,Mungwi,Clinical,Under 5,143
2019-05-01,Mungwi,Clinical,Over 5,379
2019-05-01,Mungwi,Clinical,Under 5,34
2019-05-01,Mungwi,Confirmed,Under 5,3101
2019-05-01,Mungwi,Confirmed,Over 5,8661
2019-05-01,Mungwi,Confirmed,Under 5,750
2019-05-01,Nsama,Confirmed,Under 5,325
2019-05-01,Nsama,Confirmed,Over 5,726
2019-05-01,Nsama,Confirmed,Under 5,77
2019-05-01,Senga,Clinical,Under 5,4
2019-05-01,Senga,Clinical,Over 5,6
2019-05-01,Senga,Confirmed,Under 5,1952
2019-05-01,Senga,Confirmed,Over 5,5501
2019-05-01,Senga,Confirmed,Under 5,747
2019-05-01,Senga,Confirmed_Passive_CHW,Over 5,53
2019-05-01,Senga,Confirmed_Passive_CHW,Under 5,27
2019-05-01,Senga,Confirmed_Passive_CHW,NA,0
2019-06-01,Chilubi,Clinical,Under 5,29
2019-06-01,Chilubi,Clinical,Over 5,41
2019-06-01,Chilubi,Clinical,Under 5,24
2019-06-01,Chilubi,Confirmed,Under 5,1604
2019-06-01,Chilubi,Confirmed,Over 5,2120
2019-06-01,Chilubi,Confirmed,Under 5,749
2019-06-01,Kaputa,Clinical,Under 5,10
2019-06-01,Kaputa,Clinical,Over 5,21
2019-06-01,Kaputa,Confirmed,Under 5,615
2019-06-01,Kaputa,Confirmed,Over 5,1097
2019-06-01,Kaputa,Confirmed,Under 5,127
2019-06-01,Kasama,Clinical,Under 5,15
2019-06-01,Kasama,Clinical,Over 5,23
2019-06-01,Kasama,Clinical,Under 5,3
2019-06-01,Kasama,Confirmed,Under 5,2564
2019-06-01,Kasama,Confirmed,Over 5,8656
2019-06-01,Kasama,Confirmed,Under 5,607
2019-06-01,Kasama,Confirmed_Passive_CHW,Over 5,2
2019-06-01,Kasama,Confirmed_Passive_CHW,Under 5,0
2019-06-01,Kasama,Confirmed_Passive_CHW,NA,0
2019-06-01,Lunte,Confirmed,Under 5,551
2019-06-01,Lunte,Confirmed,Over 5,2538
2019-06-01,Lunte,Confirmed,Under 5,75
2019-06-01,Lupososhi,Confirmed,Under 5,627
2019-06-01,Lupososhi,Confirmed,Over 5,1224
2019-06-01,Lupososhi,Confirmed,Under 5,192
2019-06-01,Luwingu,Clinical,Over 5,10
2019-06-01,Luwingu,Clinical,Under 5,2
2019-06-01,Luwingu,Confirmed,Under 5,1223
2019-06-01,Luwingu,Confirmed,Over 5,2790
2019-06-01,Luwingu,Confirmed,Under 5,274
2019-06-01,Mbala,Clinical,Under 5,46
2019-06-01,Mbala,Clinical,Over 5,218
2019-06-01,Mbala,Clinical,Under 5,20
2019-06-01,Mbala,Confirmed,Under 5,1334
2019-06-01,Mbala,Confirmed,Over 5,4133
2019-06-01,Mbala,Confirmed,Under 5,356
2019-06-01,Mbala,Confirmed_Passive_CHW,Over 5,1969
2019-06-01,Mbala,Confirmed_Passive_CHW,Under 5,710
2019-06-01,Mbala,Confirmed_Passive_CHW,NA,16
2019-06-01,Mporokoso,Confirmed,Under 5,296
2019-06-01,Mporokoso,Confirmed,Over 5,977
2019-06-01,Mporokoso,Confirmed,Under 5,48
2019-06-01,Mpulungu,Confirmed,Under 5,977
2019-06-01,Mpulungu,Confirmed,Over 5,1959
2019-06-01,Mpulungu,Confirmed,Under 5,223
2019-06-01,Mungwi,Clinical,Under 5,124
2019-06-01,Mungwi,Clinical,Over 5,288
2019-06-01,Mungwi,Clinical,Under 5,26
2019-06-01,Mungwi,Confirmed,Under 5,2308
2019-06-01,Mungwi,Confirmed,Over 5,5975
2019-06-01,Mungwi,Confirmed,Under 5,596
2019-06-01,Nsama,Confirmed,Under 5,446
2019-06-01,Nsama,Confirmed,Over 5,911
2019-06-01,Nsama,Confirmed,Under 5,97
2019-06-01,Senga,Clinical,Under 5,7
2019-06-01,Senga,Clinical,Over 5,9
2019-06-01,Senga,Clinical,Under 5,4
2019-06-01,Senga,Confirmed,Under 5,2108
2019-06-01,Senga,Confirmed,Over 5,5384
2019-06-01,Senga,Confirmed,Under 5,493
2019-06-01,Senga,Confirmed_Passive_CHW,Over 5,331
2019-06-01,Senga,Confirmed_Passive_CHW,Under 5,179
2019-06-01,Senga,Confirmed_Passive_CHW,NA,0
2019-07-01,Chilubi,Clinical,Under 5,11
2019-07-01,Chilubi,Clinical,Over 5,37
2019-07-01,Chilubi,Clinical,Under 5,5
2019-07-01,Chilubi,Confirmed,Under 5,1043
2019-07-01,Chilubi,Confirmed,Over 5,1522
2019-07-01,Chilubi,Confirmed,Under 5,431
2019-07-01,Kaputa,Clinical,Under 5,12
2019-07-01,Kaputa,Clinical,Over 5,25
2019-07-01,Kaputa,Clinical,Under 5,10
2019-07-01,Kaputa,Confirmed,Under 5,616
2019-07-01,Kaputa,Confirmed,Over 5,1097
2019-07-01,Kaputa,Confirmed,Under 5,174
2019-07-01,Kasama,Confirmed,Under 5,1675
2019-07-01,Kasama,Confirmed,Over 5,4652
2019-07-01,Kasama,Confirmed,Under 5,410
2019-07-01,Kasama,Confirmed_Passive_CHW,Over 5,22
2019-07-01,Kasama,Confirmed_Passive_CHW,Under 5,9
2019-07-01,Kasama,Confirmed_Passive_CHW,NA,0
2019-07-01,Lunte,Confirmed,Under 5,346
2019-07-01,Lunte,Confirmed,Over 5,1278
2019-07-01,Lunte,Confirmed,Under 5,62
2019-07-01,Lupososhi,Confirmed,Under 5,462
2019-07-01,Lupososhi,Confirmed,Over 5,752
2019-07-01,Lupososhi,Confirmed,Under 5,124
2019-07-01,Luwingu,Clinical,Under 5,98
2019-07-01,Luwingu,Clinical,Over 5,296
2019-07-01,Luwingu,Clinical,Under 5,26
2019-07-01,Luwingu,Confirmed,Under 5,665
2019-07-01,Luwingu,Confirmed,Over 5,1360
2019-07-01,Luwingu,Confirmed,Under 5,209
2019-07-01,Mbala,Clinical,Under 5,21
2019-07-01,Mbala,Clinical,Over 5,35
2019-07-01,Mbala,Clinical,Under 5,3
2019-07-01,Mbala,Confirmed,Under 5,726
2019-07-01,Mbala,Confirmed,Over 5,1461
2019-07-01,Mbala,Confirmed,Under 5,209
2019-07-01,Mbala,Confirmed_Passive_CHW,Over 5,1096
2019-07-01,Mbala,Confirmed_Passive_CHW,Under 5,454
2019-07-01,Mbala,Confirmed_Passive_CHW,NA,32
2019-07-01,Mporokoso,Confirmed,Under 5,132
2019-07-01,Mporokoso,Confirmed,Over 5,409
2019-07-01,Mporokoso,Confirmed,Under 5,23
2019-07-01,Mpulungu,Confirmed,Under 5,704
2019-07-01,Mpulungu,Confirmed,Over 5,1228
2019-07-01,Mpulungu,Confirmed,Under 5,167
2019-07-01,Mungwi,Clinical,Under 5,37
2019-07-01,Mungwi,Clinical,Over 5,95
2019-07-01,Mungwi,Clinical,Under 5,16
2019-07-01,Mungwi,Confirmed,Under 5,1448
2019-07-01,Mungwi,Confirmed,Over 5,3033
2019-07-01,Mungwi,Confirmed,Under 5,361
2019-07-01,Nsama,Confirmed,Under 5,290
2019-07-01,Nsama,Confirmed,Over 5,624
2019-07-01,Nsama,Confirmed,Under 5,78
2019-07-01,Senga,Clinical,Under 5,69
2019-07-01,Senga,Clinical,Over 5,89
2019-07-01,Senga,Confirmed,Under 5,909
2019-07-01,Senga,Confirmed,Over 5,1970
2019-07-01,Senga,Confirmed,Under 5,317
2019-07-01,Senga,Confirmed_Passive_CHW,Over 5,359
2019-07-01,Senga,Confirmed_Passive_CHW,Under 5,151
2019-07-01,Senga,Confirmed_Passive_CHW,NA,0
2019-08-01,Chilubi,Clinical,Under 5,9
